,1,2,3
1,15.693,17.940,0.777
2,18.826,19.007,19.261
3,15.595,17.626,0.996
4,12.153,14.512,10.583
5,6.915,7.818,18.654
6,15.999,17.691,0.722
7,16.352,18.685,1.135
8,16.613,17.369,1.967
9,16.282,19.201,0.545
10,16.719,17.564,1.185
11,16.787,18.202,1.703
12,12.355,12.699,11.337
13,12.574,13.038,11.759
14,16.657,18.805,3.237
15,18.275,19.853,15.557
