,1,2,3
1,0.788,6.952,16.153
2,17.701,21.251,19.867
3,1.163,7.347,15.578
4,22.810,24.813,19.620
5,15.926,15.148,16.649
6,0.599,18.576,15.830
7,12.379,13.356,13.811
8,15.041,18.064,12.492
9,1.034,7.263,15.940
10,0.944,6.639,15.416
11,1.121,6.881,16.289
12,16.966,13.976,18.260
13,0.843,7.028,15.018
14,15.721,14.674,19.292
15,0.679,7.287,16.464
