,1,2,3
1,19.164,19.047,20.806
2,0.316,8.784,16.216
3,0.373,8.609,17.176
4,0.293,8.435,16.083
5,0.458,8.649,16.214
6,0.627,8.396,16.016
7,0.415,8.461,16.184
8,0.282,8.786,16.062
9,0.374,8.863,16.084
10,0.338,8.641,16.230
11,0.359,8.743,16.183
12,0.367,8.584,16.011
13,0.413,8.525,16.158
14,1.091,8.334,16.962
15,14.658,17.927,15.020
