,1,2,3
1,18.163,20.837,4.732
2,4.986,15.250,14.141
3,13.310,15.557,6.678
4,16.071,17.424,0.828
5,16.518,18.407,2.206
6,16.435,19.033,1.269
7,13.501,18.161,12.707
8,4.850,11.294,16.654
9,16.542,17.432,2.255
10,15.866,18.696,4.314
11,16.362,17.935,2.732
12,4.811,14.546,15.962
13,19.483,18.518,20.830
14,14.025,9.835,12.656
15,12.002,11.471,12.396
