,1,2,3
1,7.456,2.798,17.040
2,7.053,2.908,18.070
3,6.522,4.365,18.146
4,6.179,1.581,18.991
5,7.945,7.999,18.516
6,5.816,5.403,17.079
7,8.088,5.670,17.809
8,6.051,1.561,17.598
9,8.018,1.565,18.337
10,12.797,11.651,14.917
11,6.518,1.781,18.966
12,11.984,15.410,12.765
13,16.447,11.184,16.666
14,6.462,2.410,17.611
15,6.696,2.082,18.704
