,1,2,3
1,8.022,1.393,17.142
2,7.696,1.510,16.740
3,6.123,1.693,18.021
4,7.167,2.780,16.451
5,7.804,1.750,16.682
6,6.699,1.697,17.174
7,8.071,1.830,17.533
8,7.924,1.258,16.799
9,7.227,1.921,16.171
10,7.414,4.368,16.651
11,6.201,1.406,17.872
12,7.229,4.006,17.099
13,7.254,1.856,16.691
14,7.456,1.397,16.910
15,6.863,3.159,16.404
