,1,2,3
1,15.992,18.777,4.059
2,19.992,21.938,4.874
3,0.769,6.954,15.903
4,0.766,9.192,16.537
5,1.144,7.526,15.900
6,0.746,7.135,16.169
7,1.234,8.045,16.384
8,1.573,8.133,16.295
9,10.563,11.799,20.664
10,1.058,8.163,13.971
11,0.730,7.114,15.949
12,1.467,6.704,15.949
13,0.659,9.359,16.441
14,18.999,21.623,6.349
15,0.753,7.998,15.939
