,1,2,3
1,10.969,15.274,14.398
2,17.999,19.757,12.768
3,4.051,8.666,17.420
4,11.278,10.241,21.157
5,13.565,13.328,12.152
6,12.052,12.372,14.459
7,15.655,15.705,18.621
8,16.097,19.151,4.626
9,21.483,22.893,10.036
10,15.015,13.587,14.698
11,21.509,17.031,23.832
12,9.866,12.030,18.068
13,10.298,10.104,12.024
14,13.753,13.023,11.111
15,16.036,18.781,3.179
