,1,2,3
1,11.995,12.611,12.587
2,15.936,18.221,0.748
3,15.721,18.315,1.140
4,15.859,18.695,1.178
5,15.775,18.561,1.159
6,15.864,18.655,0.884
7,15.729,18.618,1.107
8,15.994,18.362,0.582
9,12.420,12.994,11.723
10,15.837,18.554,0.689
11,15.425,18.547,1.342
12,12.390,13.454,11.540
13,15.789,18.619,1.297
14,18.647,21.064,14.194
15,12.679,13.344,11.329
