,1,2,3
1,15.970,18.446,1.338
2,16.552,18.339,1.749
3,15.828,17.808,1.546
4,16.762,17.692,2.115
5,15.960,17.591,0.773
6,11.408,10.828,11.575
7,15.943,18.638,1.587
8,16.458,18.553,2.197
9,16.313,18.519,2.120
10,16.382,18.576,1.785
11,11.827,11.739,12.123
12,16.088,18.410,1.767
13,16.253,18.173,1.475
14,15.693,18.484,1.440
15,16.107,18.283,0.792
