,1,2,3
1,5.931,4.507,16.994
2,9.207,11.015,18.871
3,5.109,4.071,16.491
4,15.779,20.276,7.036
5,15.873,16.565,15.015
6,11.720,10.166,18.209
7,6.643,6.387,15.777
8,14.067,13.753,11.934
9,12.138,11.921,17.864
10,14.263,16.125,10.872
11,14.732,15.584,16.817
12,8.249,7.266,18.349
13,14.802,13.046,17.012
14,8.507,11.952,15.656
15,19.659,22.076,17.983
