,1,2,3
1,17.214,19.822,14.424
2,15.765,14.562,17.780
3,0.583,6.741,15.416
4,0.802,8.146,16.754
5,0.581,7.167,15.165
6,10.289,10.221,19.110
7,9.611,11.182,18.781
8,19.409,17.030,20.840
9,2.545,8.927,15.501
10,0.635,7.684,15.190
11,16.339,16.869,7.437
12,16.076,18.098,2.686
13,12.186,9.894,16.724
14,0.739,6.693,15.946
15,15.415,18.345,3.792
