,1,2,3
1,17.157,11.353,16.278
2,13.510,11.931,19.651
3,17.366,18.127,20.888
4,12.409,12.677,12.494
5,16.410,17.553,11.534
6,7.848,11.187,17.513
7,14.884,19.322,14.445
8,19.133,20.736,16.470
9,12.591,16.088,17.220
10,10.988,12.535,16.383
11,13.926,15.974,19.392
12,14.856,13.673,8.415
13,9.035,10.545,15.189
14,16.701,17.396,3.096
15,17.701,19.482,3.284
