,1,2,3
1,0.435,8.612,16.126
2,0.363,8.087,16.009
3,0.290,8.720,16.053
4,0.478,8.774,16.166
5,0.390,8.737,16.131
6,0.505,8.605,16.130
7,0.335,8.747,16.125
8,0.354,8.720,16.180
9,0.294,8.566,16.045
10,0.291,8.764,16.263
11,0.465,8.628,16.083
12,0.311,8.739,16.129
13,0.478,8.774,16.166
14,0.478,8.774,16.166
15,0.288,8.699,16.079
