,1,2,3
1,0.467,8.705,16.158
2,0.316,8.793,16.161
3,0.467,8.705,16.158
4,0.467,8.705,16.158
5,0.467,8.705,16.158
6,0.353,8.689,16.125
7,0.362,8.780,15.215
8,0.467,8.705,16.158
9,0.330,8.757,16.089
10,0.347,8.717,15.977
11,0.467,8.705,16.158
12,0.467,8.705,16.158
13,0.302,8.809,16.144
14,0.467,8.705,16.158
15,0.467,8.705,16.158
