,1,2,3
1,14.313,13.236,14.933
2,1.380,17.597,16.432
3,0.606,7.704,16.732
4,0.578,7.933,15.980
5,1.163,7.354,16.142
6,0.600,7.598,16.148
7,0.749,7.371,16.021
8,0.586,7.923,15.706
9,1.286,6.624,15.814
10,0.765,7.793,15.620
11,0.804,6.486,16.089
12,0.741,7.390,15.817
13,0.525,7.584,16.193
14,0.607,9.351,15.873
15,0.675,8.027,16.026
