,1,2,3
1,8.002,12.042,18.267
2,4.726,9.183,15.658
3,8.969,21.150,13.537
4,13.802,15.665,18.817
5,9.370,12.057,11.102
6,10.270,10.434,10.358
7,15.882,15.632,8.767
8,11.265,13.552,17.274
9,12.467,22.203,19.093
10,17.077,18.549,15.481
11,7.470,8.371,17.851
12,13.907,15.592,9.681
13,18.312,18.607,13.149
14,16.836,15.523,13.440
15,4.169,13.166,16.967
