,1,2,3
1,7.618,1.493,17.875
2,17.590,20.967,15.390
3,15.898,16.368,16.622
4,8.314,2.190,17.740
5,5.976,1.351,16.832
6,6.895,1.634,16.849
7,7.318,1.112,17.083
8,8.450,1.098,16.895
9,7.968,1.690,17.663
10,7.886,1.877,18.042
11,7.244,1.233,16.929
12,6.484,1.011,17.156
13,7.778,1.138,16.792
14,7.111,1.248,17.158
15,7.110,1.065,17.288
